,Fulham,Nott'ham Forest,Bournemouth,Everton,Leeds United,West Ham,Huddersfield,Aston Villa,Burnley,Sheffield Utd,Cardiff City,Manchester Utd,Watford,Newcastle Utd,Leicester City,Liverpool,Brentford,Southampton,Wolves,Brighton,Tottenham,Arsenal,Norwich City,Crystal Palace,Chelsea,West Brom,Manchester City,Luton Town
238,57,24,51,30,0,90,0,66,60,45,0,42,0,48,0,72,48,0,45,87,57,87,0,69,39,0,102,21
239,27,30,51,48,0,78,0,54,21,39,0,48,0,66,0,78,78,0,48,72,63,93,0,48,48,0,105,45
240,45,33,63,39,0,69,0,72,30,48,0,63,0,66,0,72,69,0,45,51,81,81,0,66,45,0,93,9
241,45,84,24,42,0,45,0,72,39,18,0,63,0,81,0,66,87,0,42,60,72,90,0,54,45,0,84,27
242,33,45,57,42,0,54,0,45,57,21,0,66,0,75,0,81,69,0,60,39,57,87,0,57,54,0,105,36
243,48,39,9,48,0,39,0,51,51,42,0,84,0,57,0,75,75,0,63,48,75,87,0,45,54,0,108,42
244,57,78,57,39,0,63,0,72,39,42,0,84,0,57,0,84,69,0,45,48,39,48,0,63,30,0,93,33
245,51,39,33,51,0,48,0,72,45,24,0,75,0,54,0,99,51,0,27,84,66,63,0,60,57,0,99,42
246,48,63,24,39,0,45,0,75,57,30,0,63,0,72,0,75,60,0,30,72,84,84,0,33,54,0,102,30
247,45,57,24,66,0,30,0,66,45,45,0,87,0,48,0,81,45,0,33,81,57,99,0,57,54,0,105,15
248,45,63,27,21,0,48,0,72,42,36,0,99,0,66,0,78,84,0,42,69,57,75,0,57,51,0,99,9
249,48,33,30,57,0,24,0,75,42,18,0,78,0,63,0,69,93,0,48,69,63,90,0,57,54,0,99,30
250,57,63,21,45,0,30,0,90,27,39,0,72,0,60,0,75,63,0,60,72,69,84,0,48,54,0,90,21
251,78,48,60,33,0,39,0,69,72,15,0,54,0,78,0,90,57,0,45,66,45,90,0,60,27,0,93,21
252,75,45,51,57,0,36,0,63,30,54,0,51,0,75,0,78,66,0,39,66,72,81,0,27,54,0,96,24
253,24,27,39,75,0,24,0,39,54,63,0,75,0,90,0,84,66,0,51,69,78,72,0,24,63,0,96,27
254,36,39,63,60,0,36,0,78,60,30,0,84,0,99,0,72,60,0,30,63,63,63,0,75,51,0,63,15
255,51,24,45,27,0,60,0,51,33,60,0,102,0,78,0,90,69,0,33,45,60,78,0,57,72,0,96,9
256,72,48,36,48,0,36,0,90,36,36,0,54,0,84,0,93,90,0,54,75,57,69,0,27,51,0,75,9
257,54,18,30,51,0,63,0,81,48,60,0,63,0,72,0,75,78,0,66,57,63,69,0,51,48,0,78,15
258,36,42,42,42,0,57,0,69,42,36,0,72,0,90,0,87,54,0,39,78,75,69,0,57,36,0,90,27
259,66,51,27,63,0,42,0,66,54,15,0,36,0,60,0,90,60,0,48,81,72,75,0,69,42,0,84,39
260,48,66,66,33,0,54,0,45,18,42,0,87,0,81,0,87,90,0,48,72,45,66,0,42,42,0,93,15
261,66,66,24,33,0,66,0,57,27,39,0,90,0,54,0,75,66,0,45,63,78,78,0,42,36,0,105,30
262,42,54,42,36,0,57,0,45,27,51,0,84,0,60,0,87,39,0,54,54,54,69,0,96,81,0,99,9
263,30,54,36,66,0,42,0,48,63,42,0,84,0,60,0,75,72,0,45,78,90,90,0,39,27,0,87,12
264,30,27,57,45,0,48,0,60,36,30,0,72,0,81,0,84,69,0,72,54,66,69,0,60,45,0,102,33
265,57,57,48,42,0,51,0,84,69,24,0,84,0,60,0,84,39,0,42,57,57,84,0,45,48,0,84,24
266,30,54,54,63,0,27,0,48,36,45,0,84,0,72,0,78,66,0,54,69,66,78,0,33,66,0,102,15
267,33,36,27,51,0,21,0,54,63,30,0,63,0,87,0,72,84,0,48,93,54,81,0,51,60,0,111,21
268,51,45,42,33,0,72,0,87,42,42,0,84,0,72,0,84,36,0,57,75,18,60,0,57,48,0,90,45
269,39,48,33,48,0,60,0,66,30,27,0,84,0,78,0,87,51,0,75,93,60,84,0,42,30,0,87,18
270,42,54,45,48,0,66,0,90,48,9,0,63,0,66,0,78,51,0,45,57,66,81,0,42,81,0,99,9
271,30,63,24,48,0,54,0,78,30,18,0,84,0,54,0,66,54,0,42,81,66,84,0,81,60,0,99,24
272,69,54,75,75,0,21,0,66,33,27,0,81,0,30,0,90,39,0,42,75,66,72,0,51,54,0,93,27
273,84,36,36,21,0,60,0,81,42,24,0,69,0,75,0,69,78,0,51,51,69,69,0,54,57,0,99,15
274,45,30,45,48,0,36,0,66,45,42,0,87,0,48,0,99,72,0,57,87,57,75,0,33,45,0,96,27
275,60,60,36,63,0,60,0,60,39,39,0,60,0,63,0,81,66,0,69,75,45,60,0,45,39,0,93,27
276,45,42,66,27,0,72,0,72,30,48,0,87,0,45,0,75,81,0,33,54,66,90,0,45,54,0,84,24
277,45,57,24,60,0,54,0,63,36,24,0,69,0,87,0,69,72,0,51,36,90,66,0,51,48,0,102,36
278,60,33,48,42,0,39,0,51,42,18,0,78,0,96,0,75,45,0,54,72,54,84,0,33,90,0,93,33
279,51,39,27,39,0,48,0,54,30,51,0,75,0,87,0,90,60,0,60,75,75,66,0,63,48,0,84,18
280,33,60,45,21,0,42,0,81,39,54,0,84,0,57,0,78,54,0,42,60,57,54,0,75,66,0,108,30
281,39,42,45,45,0,63,0,81,63,27,0,63,0,57,0,108,66,0,36,48,57,90,0,54,33,0,96,27
282,57,54,15,51,0,54,0,63,30,36,0,81,0,69,0,84,60,0,57,78,63,90,0,48,48,0,93,9
283,24,27,42,54,0,39,0,87,57,66,0,90,0,78,0,57,69,0,48,51,30,72,0,72,51,0,105,21
284,45,21,45,60,0,72,0,66,57,54,0,57,0,84,0,87,63,0,24,78,48,84,0,45,27,0,102,21
285,42,60,66,54,0,45,0,63,39,45,0,93,0,84,0,81,66,0,57,36,30,69,0,66,36,0,87,21
286,48,54,30,48,0,48,0,66,45,33,0,78,0,78,0,75,48,0,30,66,57,105,0,72,51,0,84,24
287,51,60,27,33,0,39,0,81,39,45,0,69,0,57,0,84,30,0,63,84,45,87,0,63,51,0,99,33
288,66,60,36,66,0,66,0,90,33,36,0,51,0,72,0,72,54,0,48,39,51,81,0,51,57,0,99,12
289,63,54,48,48,0,57,0,57,78,12,0,72,0,69,0,78,60,0,72,57,39,84,0,48,42,0,87,15
290,42,51,51,60,0,45,0,45,30,33,0,93,0,63,0,87,75,0,54,51,60,87,0,72,33,0,99,9
291,39,33,63,48,0,57,0,75,9,27,0,69,0,63,0,87,105,0,78,60,69,39,0,57,51,0,93,18
292,60,30,33,45,0,54,0,57,30,39,0,72,0,75,0,87,81,0,36,54,75,69,0,51,60,0,99,33
293,42,63,48,57,0,66,0,63,9,21,0,63,0,72,0,81,78,0,54,60,48,87,0,45,54,0,93,36
294,63,42,48,48,0,36,0,87,87,33,0,60,0,51,0,54,78,0,36,30,84,78,0,45,66,0,90,24
295,45,39,60,24,0,45,0,72,45,30,0,93,0,51,0,105,78,0,51,66,75,69,0,48,30,0,105,9
296,51,39,51,39,0,66,0,57,33,42,0,72,0,93,0,87,72,0,51,60,51,84,0,48,45,0,78,21
297,57,36,45,63,0,78,0,84,48,33,0,54,0,36,0,69,63,0,54,60,87,54,0,45,45,0,102,27
298,60,63,21,60,0,42,0,54,63,18,0,60,0,48,0,78,69,0,45,72,90,90,0,51,45,0,93,18
299,39,18,63,48,0,27,0,57,36,45,0,84,0,72,0,78,72,0,63,84,48,93,0,57,36,0,87,33
300,45,51,33,48,0,63,0,81,36,54,0,66,0,75,0,96,87,0,24,48,24,87,0,60,48,0,93,21
301,69,54,42,33,0,39,0,54,36,24,0,33,0,81,0,69,93,0,30,81,45,96,0,69,33,0,99,60
302,45,57,27,45,0,27,0,66,42,30,0,75,0,72,0,87,81,0,57,72,36,72,0,57,75,0,99,18
303,48,66,27,51,0,51,0,81,33,18,0,93,0,60,0,81,75,0,51,51,63,78,0,48,27,0,96,42
304,63,42,57,36,0,66,0,48,42,15,0,60,0,93,0,69,75,0,42,60,63,87,0,42,63,0,93,24
305,30,51,45,36,0,63,0,57,87,18,0,81,0,84,0,78,33,0,45,75,69,78,0,54,36,0,93,27
306,18,57,36,33,0,42,0,60,75,36,0,96,0,69,0,51,81,0,30,57,72,81,0,54,63,0,93,36
307,57,63,33,24,0,51,0,42,45,12,0,96,0,96,0,48,81,0,48,75,78,84,0,63,48,0,87,9
308,75,42,66,33,0,48,0,72,24,36,0,57,0,75,0,90,48,0,27,45,63,99,0,57,60,0,93,30
309,51,36,18,45,0,42,0,63,75,51,0,54,0,84,0,75,96,0,36,42,60,75,0,69,60,0,93,15
310,81,24,45,27,0,84,0,60,45,36,0,63,0,54,0,75,66,0,54,66,51,78,0,39,63,0,99,30
311,63,63,63,48,0,42,0,60,36,21,0,60,0,66,0,51,78,0,63,81,48,93,0,30,60,0,105,9
312,42,60,51,42,0,45,0,54,36,30,0,84,0,72,0,75,78,0,54,69,66,90,0,51,12,0,102,27
313,48,66,21,66,0,36,0,69,51,21,0,105,0,69,0,81,69,0,45,75,57,72,0,24,72,0,75,18
314,63,51,39,54,0,48,0,75,27,42,0,75,0,60,0,51,63,0,39,63,87,90,0,48,48,0,93,24
315,51,75,39,51,0,30,0,75,45,21,0,54,0,93,0,84,81,0,21,45,54,57,0,75,48,0,102,39
316,54,51,42,42,0,60,0,42,45,12,0,75,0,102,0,84,51,0,75,63,48,84,0,69,51,0,72,18
317,36,75,54,33,0,57,0,75,18,51,0,90,0,51,0,60,63,0,36,87,84,84,0,63,30,0,66,27
318,39,51,42,42,0,72,0,90,45,15,0,87,0,57,0,90,60,0,54,72,66,72,0,24,48,0,99,15
319,72,33,24,24,0,57,0,96,48,51,0,42,0,57,0,84,57,0,51,75,66,84,0,66,48,0,90,15
320,54,39,42,60,0,45,0,63,81,15,0,72,0,81,0,78,63,0,36,48,54,90,0,48,57,0,105,9
321,42,33,36,33,0,66,0,63,54,51,0,69,0,78,0,78,39,0,57,51,84,99,0,45,33,0,99,30
322,51,66,33,48,0,81,0,45,21,18,0,66,0,90,0,60,60,0,42,63,54,84,0,54,57,0,102,45
323,66,69,15,36,0,45,0,57,33,42,0,78,0,63,0,87,51,0,36,75,84,81,0,75,57,0,66,24
324,33,24,30,57,0,48,0,66,48,18,0,93,0,57,0,87,84,0,51,75,54,78,0,42,66,0,96,33
325,48,60,33,48,0,21,0,60,42,33,0,72,0,69,0,78,81,0,60,90,72,96,0,57,30,0,72,18
326,51,21,27,42,0,39,0,75,51,12,0,75,0,72,0,81,87,0,45,51,69,81,0,36,78,0,96,51
327,42,39,39,42,0,51,0,84,27,45,0,66,0,63,0,72,90,0,60,69,69,84,0,36,63,0,72,27
328,63,54,39,51,0,45,0,72,18,69,0,75,0,75,0,60,69,0,57,78,69,78,0,54,36,0,69,9
329,78,39,60,27,0,51,0,87,39,27,0,81,0,84,0,54,63,0,30,48,66,90,0,69,36,0,90,21
330,63,39,39,54,0,30,0,84,75,24,0,78,0,90,0,66,66,0,15,39,51,90,0,54,51,0,84,48
331,57,30,72,27,0,39,0,51,42,21,0,72,0,90,0,75,63,0,69,63,63,63,0,75,54,0,102,12
332,33,51,57,42,0,66,0,90,33,18,0,87,0,84,0,60,54,0,42,84,57,66,0,30,48,0,102,36
333,33,54,30,54,0,51,0,51,45,30,0,75,0,90,0,57,69,0,57,51,69,87,0,39,69,0,93,36
334,30,51,36,36,0,87,0,72,63,24,0,84,0,45,0,54,78,0,51,57,66,75,0,51,51,0,105,24
335,36,30,45,36,0,45,0,72,33,21,0,90,0,72,0,108,78,0,57,84,48,66,0,51,33,0,102,33
336,42,57,60,27,0,36,0,78,30,45,0,69,0,54,0,75,66,0,60,66,48,72,0,75,75,0,81,24
337,48,30,57,42,0,54,0,54,48,12,0,63,0,87,0,93,90,0,39,48,63,75,0,63,54,0,87,33
338,45,45,15,54,0,69,0,87,51,21,0,51,0,78,0,75,60,0,27,87,54,84,0,54,57,0,96,30
339,24,54,63,60,0,21,0,42,60,60,0,60,0,57,0,72,87,0,48,60,48,96,0,57,60,0,81,30
340,54,42,57,27,0,72,0,78,42,15,0,48,0,81,0,93,60,0,33,51,66,90,0,45,48,0,105,33
341,54,54,48,66,0,63,0,39,45,27,0,75,0,75,0,81,39,0,45,78,72,48,0,63,45,0,96,27
342,45,48,72,45,0,54,0,63,24,42,0,90,0,66,0,69,48,0,30,48,72,90,0,48,60,0,105,21
343,42,30,42,48,0,63,0,69,24,42,0,57,0,81,0,93,81,0,72,45,42,63,0,54,54,0,99,39
344,75,30,39,51,0,36,0,72,30,51,0,81,0,69,0,87,69,0,63,36,69,99,0,63,54,0,57,9
345,36,42,51,30,0,48,0,78,48,33,0,84,0,75,0,81,87,0,48,42,48,63,0,51,39,0,87,69
346,42,42,21,45,0,66,0,72,33,18,0,78,0,81,0,87,87,0,78,54,54,75,0,57,27,0,84,39
347,39,51,36,57,0,48,0,60,33,54,0,75,0,66,0,93,81,0,57,81,78,69,0,33,36,0,75,18
348,48,48,48,39,0,48,0,72,9,18,0,87,0,69,0,69,81,0,51,90,30,96,0,54,48,0,84,51
349,81,33,33,27,0,78,0,75,42,54,0,84,0,60,0,72,84,0,48,51,51,81,0,33,45,0,84,24
350,54,63,45,27,0,69,0,51,42,3,0,81,0,57,0,75,60,0,54,72,66,60,0,72,42,0,108,39
351,36,39,18,75,0,42,0,39,45,36,0,81,0,84,0,84,78,0,48,78,72,87,0,33,33,0,102,30
352,72,24,57,42,0,54,0,30,66,33,0,66,0,87,0,87,60,0,39,51,78,93,0,66,45,0,66,24
353,54,33,33,27,0,60,0,72,57,18,0,84,0,72,0,72,57,0,39,66,78,99,0,66,57,0,75,21
354,57,51,30,42,0,63,0,69,39,60,0,60,0,84,0,45,60,0,33,66,48,84,0,69,54,0,96,30
355,21,45,42,54,0,45,0,96,51,33,0,81,0,81,0,51,78,0,39,51,42,87,0,75,78,0,69,21
356,75,48,42,45,0,45,0,69,75,24,0,75,0,63,0,90,72,0,21,48,42,78,0,60,48,0,108,12
357,75,48,36,54,0,48,0,39,66,30,0,99,0,96,0,75,69,0,24,48,66,75,0,42,42,0,78,30
358,42,36,27,51,0,45,0,78,30,18,0,87,0,78,0,78,75,0,48,51,72,78,0,66,48,0,93,39
359,51,54,51,36,0,36,0,60,36,33,0,81,0,69,0,84,60,0,42,81,45,72,0,75,33,0,87,54
360,60,54,33,33,0,30,0,78,36,42,0,93,0,72,0,75,48,0,72,57,60,102,0,30,51,0,87,27
361,33,48,30,75,0,36,0,48,33,48,0,78,0,87,0,78,60,0,51,36,60,87,0,72,51,0,105,24
362,42,45,54,36,0,54,0,54,63,54,0,84,0,90,0,81,81,0,72,39,27,54,0,60,30,0,99,21
363,42,54,21,45,0,33,0,54,36,18,0,87,0,78,0,87,66,0,78,42,87,90,0,75,42,0,69,36
364,72,69,66,33,0,39,0,48,48,54,0,96,0,57,0,63,57,0,33,48,54,72,0,39,60,0,102,30
365,36,39,45,48,0,75,0,66,51,24,0,75,0,81,0,102,51,0,33,45,45,66,0,84,66,0,93,15
366,60,72,30,45,0,63,0,87,51,9,0,66,0,66,0,69,78,0,45,78,42,57,0,51,51,0,105,15
367,39,72,21,45,0,9,0,87,72,33,0,78,0,63,0,99,57,0,72,60,57,63,0,27,66,0,99,21
368,51,90,42,54,0,24,0,81,21,24,0,66,0,78,0,93,51,0,36,63,72,69,0,57,48,0,102,18
369,33,57,33,54,0,69,0,33,51,33,0,69,0,90,0,99,66,0,42,63,66,81,0,21,39,0,105,36
370,48,33,18,39,0,72,0,63,45,30,0,69,0,57,0,69,81,0,63,54,66,90,0,60,57,0,87,39
371,48,75,27,51,0,42,0,48,57,33,0,69,0,75,0,84,63,0,36,57,54,90,0,72,39,0,102,18
372,45,66,48,36,0,54,0,54,24,18,0,81,0,60,0,72,54,0,75,69,54,66,0,42,72,0,108,42
373,60,54,60,51,0,45,0,93,48,27,0,84,0,66,0,84,36,0,48,78,39,72,0,45,33,0,93,24
374,75,18,36,33,0,54,0,75,36,60,0,72,0,87,0,63,78,0,48,69,54,72,0,54,48,0,99,9
375,24,57,39,54,0,69,0,66,33,15,0,96,0,84,0,90,69,0,45,54,72,57,0,57,51,0,102,6
376,42,51,39,27,0,42,0,48,63,27,0,72,0,66,0,81,75,0,30,90,72,90,0,66,48,0,81,30
377,54,42,39,51,0,60,0,66,30,24,0,78,0,54,0,84,75,0,69,78,54,87,0,39,72,0,69,15
378,87,21,18,33,0,51,0,72,42,12,0,81,0,78,0,66,96,0,54,51,69,90,0,96,42,0,60,21
379,78,66,18,36,0,33,0,48,54,48,0,84,0,75,0,93,72,0,27,54,69,63,0,69,63,0,81,9
380,51,45,27,48,0,42,0,84,60,36,0,78,0,75,0,93,48,0,66,75,39,78,0,81,21,0,84,9
381,36,39,57,54,0,27,0,60,42,24,0,60,0,60,0,90,66,0,60,51,90,96,0,60,48,0,90,30
382,63,63,39,54,0,60,0,51,30,21,0,63,0,81,0,84,48,0,63,54,48,81,0,75,54,0,87,21
383,42,33,39,51,0,30,0,57,45,24,0,57,0,45,0,69,66,0,57,84,84,90,0,54,66,0,105,42
384,78,51,63,54,0,45,0,90,42,15,0,66,0,87,0,84,78,0,21,42,57,69,0,48,45,0,87,18
385,30,45,45,51,0,30,0,93,48,54,0,63,0,57,0,45,99,0,33,81,54,75,0,63,45,0,96,33
386,72,48,30,81,0,51,0,84,42,27,0,69,0,39,0,57,60,0,66,42,60,57,0,66,75,0,96,18
387,75,48,42,51,0,24,0,51,45,33,0,81,0,57,0,78,63,0,27,72,78,84,0,60,39,0,102,30
388,42,57,48,33,0,63,0,33,36,36,0,69,0,60,0,75,81,0,51,63,57,93,0,54,66,0,99,24
389,39,39,24,57,0,36,0,78,54,27,0,57,0,69,0,84,84,0,66,66,81,75,0,63,51,0,87,3
390,57,45,39,51,0,48,0,78,48,15,0,96,0,48,0,69,69,0,66,60,69,69,0,75,42,0,81,15
391,45,48,45,33,0,27,0,54,30,48,0,99,0,93,0,81,66,0,54,54,39,81,0,45,90,0,81,27
392,45,24,69,60,0,51,0,54,30,39,0,81,0,63,0,78,63,0,39,45,72,96,0,57,48,0,93,33
393,81,27,18,36,0,45,0,63,54,27,0,51,0,69,0,102,63,0,39,90,60,84,0,48,60,0,96,27
394,45,54,48,54,0,42,0,63,72,30,0,66,0,84,0,69,57,0,45,51,51,93,0,42,60,0,96,18
395,33,60,21,24,0,51,0,69,54,36,0,78,0,72,0,99,72,0,36,81,36,72,0,66,54,0,90,36
396,45,75,33,57,0,45,0,45,63,12,0,66,0,63,0,93,57,0,69,54,57,69,0,81,39,0,105,12
397,30,54,30,42,0,54,0,75,48,33,0,69,0,78,0,81,42,0,57,63,54,105,0,51,45,0,93,36
398,48,48,72,36,0,24,0,72,48,21,0,45,0,81,0,105,69,0,66,75,51,78,0,42,33,0,84,42
399,60,63,21,69,0,96,0,51,45,24,0,75,0,66,0,81,48,0,36,51,75,96,0,39,45,0,69,30
400,60,18,33,51,0,48,0,69,42,21,0,81,0,81,0,90,48,0,57,78,60,72,0,51,69,0,87,24
401,48,63,24,54,0,84,0,60,18,21,0,75,0,96,0,57,63,0,78,72,60,72,0,42,57,0,69,27
402,75,54,6,51,0,27,0,72,66,33,0,63,0,69,0,66,60,0,57,54,81,60,0,57,66,0,87,36
403,60,75,3,24,0,63,0,75,45,57,0,78,0,81,0,75,78,0,42,48,54,63,0,39,51,0,99,30
404,45,48,39,57,0,90,0,30,24,39,0,78,0,96,0,87,42,0,57,48,57,78,0,60,54,0,90,21
405,69,51,21,60,0,42,0,57,72,12,0,90,0,69,0,96,69,0,45,63,75,63,0,45,57,0,72,12
406,39,24,39,57,0,81,0,96,30,30,0,99,0,63,0,75,75,0,45,63,36,48,0,66,48,0,93,33
407,48,24,48,36,0,36,0,78,60,33,0,93,0,90,0,63,54,0,21,57,66,93,0,27,72,0,96,45
408,24,57,27,54,0,57,0,69,60,57,0,93,0,54,0,78,57,0,51,54,90,102,0,36,30,0,72,18
409,51,45,18,69,0,48,0,36,45,9,0,87,0,75,0,87,69,0,48,51,84,75,0,66,48,0,108,21
410,33,39,27,24,0,48,0,78,36,42,0,57,0,78,0,66,87,0,63,75,60,72,0,45,90,0,96,24
411,57,27,21,54,0,57,0,78,36,36,0,69,0,54,0,78,51,0,87,81,66,75,0,51,42,0,93,27
412,27,33,51,45,0,48,0,60,66,39,0,84,0,66,0,81,78,0,42,72,36,81,0,33,57,0,105,36
413,57,63,36,60,0,42,0,48,48,42,0,75,0,90,0,105,24,0,66,54,60,63,0,36,45,0,81,45
414,48,69,60,18,0,27,0,57,42,27,0,78,0,96,0,72,87,0,36,69,75,54,0,54,48,0,90,33
415,36,57,60,42,0,42,0,75,57,30,0,69,0,81,0,81,78,0,36,51,78,84,0,42,33,0,84,24
416,60,39,48,33,0,60,0,75,33,45,0,72,0,66,0,90,45,0,72,51,48,99,0,45,30,0,102,27
417,18,30,39,48,0,51,0,60,45,33,0,48,0,81,0,66,75,0,57,51,54,93,0,66,72,0,102,51
418,48,51,18,36,0,42,0,33,69,36,0,78,0,51,0,87,78,0,54,75,60,84,0,36,87,0,90,27
419,63,57,48,21,0,48,0,72,42,33,0,75,0,72,0,72,51,0,69,63,48,90,0,54,48,0,90,24
420,54,42,66,30,0,30,0,99,42,30,0,87,0,48,0,66,102,0,33,90,60,75,0,45,54,0,84,3
421,63,33,54,30,0,42,0,57,21,48,0,90,0,78,0,75,81,0,54,57,54,81,0,39,57,0,102,24
422,48,60,33,36,0,51,0,81,18,45,0,84,0,54,0,81,84,0,60,57,54,63,0,54,54,0,87,36
423,15,39,57,54,0,60,0,90,48,12,0,81,0,66,0,72,69,0,51,60,60,75,0,54,51,0,102,24
424,63,45,63,75,0,24,0,54,30,39,0,72,0,54,0,81,60,0,54,57,81,75,0,60,42,0,105,6
425,60,24,33,63,0,75,0,72,12,33,0,63,0,87,0,75,75,0,48,63,72,60,0,75,33,0,87,30
426,48,39,27,72,0,33,0,51,36,12,0,84,0,72,0,69,75,0,72,69,66,90,0,54,69,0,84,18
427,45,48,30,63,0,36,0,90,33,15,0,75,0,84,0,81,45,0,39,66,69,72,0,78,42,0,96,33
428,36,18,33,57,0,48,0,51,36,18,0,81,0,78,0,93,72,0,33,81,75,90,0,54,63,0,99,24
429,30,42,36,36,0,51,0,69,69,48,0,66,0,69,0,99,66,0,57,72,54,81,0,42,42,0,102,9
430,45,63,33,27,0,51,0,69,27,69,0,84,0,75,0,72,69,0,33,72,99,54,0,57,48,0,81,12
431,45,42,48,54,0,90,0,87,39,27,0,75,0,96,0,87,63,0,51,54,39,51,0,60,39,0,87,6
432,75,54,36,60,0,36,0,75,45,36,0,84,0,54,0,63,75,0,48,57,48,78,0,39,63,0,93,21
433,18,51,42,75,0,48,0,75,54,15,0,78,0,90,0,75,66,0,57,63,60,63,0,45,18,0,114,33
434,42,51,24,24,0,69,0,54,69,42,0,48,0,84,0,84,66,0,51,63,57,87,0,51,54,0,90,30
435,48,54,33,48,0,57,0,69,39,36,0,60,0,66,0,66,72,0,66,75,69,54,0,51,60,0,96,21
436,6,39,57,51,0,33,0,69,54,18,0,63,0,84,0,87,78,0,42,66,90,66,0,60,57,0,87,33
437,36,45,24,30,0,36,0,81,33,18,0,66,0,75,0,96,54,0,60,69,81,84,0,54,63,0,90,45
438,39,33,36,60,0,48,0,84,36,36,0,60,0,87,0,90,48,0,36,66,90,96,0,48,57,0,81,9
439,51,48,39,60,0,60,0,81,48,48,0,78,0,63,0,60,54,0,48,63,60,84,0,63,45,0,78,9
440,36,45,42,60,0,42,0,78,30,36,0,93,0,48,0,90,84,0,60,63,63,69,0,15,66,0,99,21
441,57,69,24,60,0,30,0,42,36,69,0,87,0,84,0,87,48,0,33,84,51,75,0,66,33,0,87,18
442,21,24,48,39,0,63,0,45,51,45,0,69,0,72,0,54,87,0,33,81,93,96,0,39,51,0,84,45
443,54,54,66,33,0,42,0,84,30,63,0,54,0,87,0,33,84,0,39,66,33,72,0,81,66,0,81,18
444,18,54,48,54,0,42,0,63,54,36,0,51,0,60,0,75,63,0,51,66,57,90,0,87,54,0,78,39
445,45,60,36,51,0,57,0,84,51,30,0,87,0,78,0,72,48,0,48,63,72,48,0,45,39,0,90,36
446,18,15,42,66,0,42,0,72,30,54,0,75,0,96,0,72,78,0,42,75,69,90,0,42,54,0,78,30
447,57,30,39,36,0,45,0,60,63,60,0,75,0,81,0,87,39,0,54,60,63,78,0,48,36,0,102,27
448,54,57,39,51,0,48,0,72,45,30,0,75,0,48,0,84,69,0,36,84,36,69,0,93,60,0,72,18
449,69,57,78,33,0,42,0,48,69,42,0,60,0,78,0,81,45,0,30,69,57,93,0,39,39,0,108,3
450,33,66,30,27,0,57,0,57,6,42,0,75,0,78,0,90,60,0,42,51,72,87,0,36,81,0,105,45
451,45,48,36,48,0,12,0,81,51,33,0,60,0,93,0,66,69,0,69,66,48,66,0,36,75,0,99,39
452,102,36,18,9,0,36,0,78,48,30,0,78,0,72,0,87,30,0,36,75,72,84,0,72,54,0,75,48
453,57,45,18,51,0,51,0,72,33,27,0,63,0,75,0,90,87,0,51,69,57,84,0,54,54,0,96,6
454,21,51,39,60,0,54,0,81,45,27,0,75,0,75,0,81,57,0,39,60,33,90,0,69,51,0,93,39
455,54,36,57,42,0,42,0,84,24,18,0,66,0,81,0,81,84,0,54,69,45,105,0,48,51,0,87,12
456,60,48,33,51,0,48,0,69,33,21,0,57,0,81,0,66,93,0,39,54,66,93,0,57,42,0,99,30
457,42,42,51,54,0,33,0,96,33,24,0,72,0,51,0,81,48,0,54,51,45,90,0,93,63,0,90,27
458,69,36,42,48,0,57,0,78,54,36,0,78,0,30,0,66,63,0,69,45,51,87,0,66,60,0,99,6
459,30,69,39,42,0,15,0,81,45,27,0,72,0,72,0,87,87,0,45,57,57,108,0,30,60,0,78,39
460,36,33,24,60,0,66,0,84,45,54,0,51,0,78,0,102,51,0,66,48,69,84,0,24,60,0,75,30
461,63,48,30,30,0,45,0,84,75,36,0,90,0,51,0,54,51,0,54,69,27,66,0,66,63,0,102,36
462,57,66,48,51,0,36,0,57,30,45,0,78,0,90,0,72,57,0,48,60,48,90,0,54,36,0,96,21
463,66,45,54,30,0,39,0,51,45,39,0,87,0,51,0,99,72,0,48,75,72,90,0,27,45,0,87,18
464,36,30,27,45,0,48,0,87,36,42,0,87,0,69,0,105,63,0,45,93,69,78,0,45,33,0,78,24
465,27,36,18,33,0,54,0,90,27,63,0,60,0,66,0,75,81,0,66,42,78,51,0,78,60,0,102,33
466,60,39,39,48,0,24,0,60,45,48,0,66,0,84,0,90,78,0,66,69,57,72,0,54,45,0,78,18
467,60,30,27,45,0,63,0,54,42,48,0,75,0,78,0,90,63,0,57,72,81,39,0,36,39,0,105,36
468,51,63,57,45,0,24,0,63,57,24,0,69,0,81,0,87,48,0,72,57,60,69,0,51,57,0,90,15
469,57,36,72,24,0,45,0,63,51,75,0,75,0,57,0,93,66,0,75,72,42,54,0,48,42,0,81,12
470,48,72,48,21,0,36,0,78,33,27,0,78,0,54,0,90,78,0,48,72,42,81,0,75,60,0,87,12
471,18,66,33,33,0,36,0,78,57,30,0,69,0,66,0,69,69,0,54,72,57,81,0,78,48,0,87,39
472,45,57,51,24,0,63,0,36,42,30,0,93,0,81,0,87,60,0,60,81,78,39,0,54,39,0,90,30
473,36,42,48,69,0,66,0,78,51,39,0,78,0,78,0,63,75,0,21,57,60,81,0,39,42,0,105,12
474,33,36,66,39,0,36,0,60,24,21,0,87,0,87,0,87,60,0,48,81,87,63,0,87,30,0,84,24
475,45,75,51,48,0,39,0,72,54,21,0,72,0,69,0,81,60,0,57,36,45,78,0,36,72,0,96,33
