,Fulham,Nott'ham Forest,Bournemouth,Everton,Leeds United,West Ham,Huddersfield,Aston Villa,Burnley,Sheffield Utd,Cardiff City,Manchester Utd,Watford,Newcastle Utd,Leicester City,Liverpool,Brentford,Southampton,Wolves,Brighton,Tottenham,Arsenal,Norwich City,Crystal Palace,Chelsea,West Brom,Manchester City,Luton Town
0,84,39,48,51,0,57,0,78,45,39,0,66,0,45,0,90,69,0,9,57,66,69,0,66,48,0,96,18
1,36,51,24,48,0,39,0,63,24,30,0,78,0,87,0,87,69,0,48,87,60,93,0,54,60,0,81,21
2,48,30,45,72,0,33,0,69,60,51,0,81,0,75,0,99,45,0,42,57,78,69,0,42,39,0,87,18
3,69,48,30,63,0,48,0,90,60,30,0,81,0,99,0,63,63,0,42,18,45,84,0,45,45,0,102,15
4,48,21,42,51,0,54,0,72,54,30,0,66,0,99,0,84,51,0,60,63,60,63,0,48,69,0,93,12
5,42,54,54,45,0,60,0,78,45,15,0,66,0,72,0,75,60,0,63,45,51,84,0,75,66,0,81,9
6,60,63,33,42,0,57,0,63,54,12,0,99,0,69,0,87,87,0,66,60,45,78,0,45,27,0,78,15
7,51,75,18,42,0,57,0,81,48,18,0,48,0,81,0,84,75,0,33,48,93,87,0,42,51,0,87,21
8,57,57,24,54,0,57,0,66,51,39,0,81,0,69,0,54,78,0,33,72,72,63,0,42,57,0,102,12
9,51,42,45,57,0,42,0,84,42,57,0,81,0,87,0,66,63,0,51,48,42,78,0,33,69,0,87,15
10,93,42,30,45,0,54,0,48,15,54,0,60,0,90,0,90,57,0,66,57,69,81,0,39,51,0,78,21
11,54,39,75,54,0,42,0,63,39,27,0,84,0,75,0,66,54,0,21,60,75,93,0,45,84,0,72,18
12,30,48,42,60,0,36,0,57,30,60,0,87,0,78,0,72,66,0,51,51,63,87,0,36,66,0,93,27
13,39,63,33,27,0,57,0,66,45,66,0,66,0,69,0,60,54,0,66,81,51,87,0,39,30,0,99,42
14,45,66,24,39,0,60,0,78,30,54,0,63,0,69,0,66,66,0,75,54,39,84,0,48,57,0,102,21
15,33,69,18,45,0,54,0,42,54,15,0,84,0,54,0,84,63,0,45,69,81,81,0,60,42,0,102,45
16,45,27,75,30,0,60,0,51,57,33,0,78,0,81,0,81,48,0,48,54,66,84,0,30,51,0,102,39
17,48,69,33,63,0,63,0,54,36,63,0,81,0,60,0,78,54,0,60,72,63,60,0,39,33,0,99,12
18,69,63,33,54,0,42,0,84,54,24,0,75,0,36,0,72,66,0,15,81,96,84,0,27,30,0,84,51
19,27,33,42,69,0,69,0,69,42,39,0,75,0,54,0,75,75,0,51,48,63,96,0,39,72,0,90,12
20,27,75,54,33,0,36,0,60,63,42,0,66,0,66,0,69,90,0,48,72,57,78,0,42,39,0,84,39
21,24,66,30,36,0,63,0,69,33,21,0,90,0,90,0,78,57,0,45,69,57,72,0,60,63,0,99,18
22,51,48,24,78,0,45,0,63,33,30,0,93,0,48,0,78,99,0,48,48,63,81,0,39,45,0,105,21
23,33,54,42,48,0,45,0,57,45,42,0,57,0,93,0,72,81,0,45,48,78,57,0,54,66,0,90,33
24,36,51,48,45,0,60,0,51,60,33,0,60,0,69,0,93,81,0,36,69,51,93,0,30,60,0,75,39
25,24,54,33,60,0,36,0,63,36,39,0,57,0,81,0,78,45,0,78,66,81,81,0,75,42,0,90,21
26,69,27,36,42,0,39,0,60,27,42,0,75,0,72,0,72,87,0,66,57,57,84,0,51,48,0,102,27
27,66,57,30,75,0,72,0,48,42,21,0,75,0,63,0,81,33,0,72,57,45,87,0,39,66,0,90,21
28,24,51,57,21,0,60,0,72,39,60,0,87,0,63,0,78,48,0,27,54,72,84,0,39,63,0,108,33
29,30,63,33,51,0,33,0,69,42,57,0,69,0,69,0,69,87,0,60,57,96,87,0,45,36,0,75,12
30,36,54,21,39,0,60,0,57,45,48,0,87,0,63,0,93,66,0,54,33,72,78,0,45,66,0,93,30
31,60,48,36,36,0,39,0,84,33,27,0,66,0,72,0,75,81,0,30,51,87,93,0,51,57,0,99,15
32,57,30,36,54,0,57,0,69,27,21,0,87,0,87,0,69,54,0,33,75,63,90,0,57,54,0,96,24
33,42,33,51,42,0,51,0,60,57,51,0,78,0,69,0,66,69,0,27,75,57,72,0,51,54,0,99,36
34,60,72,24,33,0,27,0,84,36,21,0,90,0,102,0,72,63,0,36,63,75,45,0,48,60,0,93,36
35,27,36,81,54,0,45,0,57,45,39,0,84,0,93,0,42,66,0,60,75,63,90,0,45,30,0,99,9
36,45,45,36,90,0,36,0,69,21,39,0,75,0,84,0,102,60,0,60,36,69,45,0,60,54,0,96,18
37,48,36,60,42,0,36,0,66,81,30,0,84,0,72,0,81,90,0,33,54,69,51,0,42,45,0,87,33
38,66,48,42,27,0,51,0,54,69,69,0,48,0,69,0,66,48,0,36,72,66,81,0,48,57,0,102,21
39,60,39,30,30,0,51,0,57,36,36,0,87,0,75,0,84,66,0,42,54,57,66,0,81,72,0,93,24
40,30,60,21,42,0,69,0,42,60,54,0,75,0,69,0,93,78,0,33,66,54,45,0,84,48,0,87,30
41,30,81,42,30,0,45,0,63,39,30,0,72,0,81,0,87,63,0,48,84,42,78,0,45,66,0,93,21
42,48,72,21,27,0,48,0,78,24,45,0,78,0,66,0,84,63,0,33,63,81,81,0,63,39,0,93,33
43,60,54,45,27,0,45,0,60,63,54,0,45,0,81,0,99,87,0,78,36,51,39,0,48,27,0,99,42
44,48,48,36,39,0,69,0,72,69,36,0,75,0,66,0,102,27,0,39,48,84,87,0,24,60,0,78,33
45,66,21,51,48,0,30,0,69,42,48,0,66,0,81,0,75,75,0,60,60,36,72,0,75,48,0,93,24
46,36,24,42,63,0,78,0,81,72,57,0,39,0,51,0,81,57,0,51,69,63,81,0,51,27,0,93,24
47,48,45,30,72,0,24,0,39,60,24,0,63,0,69,0,93,48,0,81,54,69,81,0,42,69,0,96,33
48,30,57,60,33,0,45,0,45,66,30,0,69,0,66,0,96,48,0,63,60,69,66,0,60,48,0,90,39
49,27,33,27,66,0,51,0,63,42,12,0,96,0,81,0,78,57,0,33,63,75,87,0,36,66,0,99,48
50,54,51,42,48,0,66,0,66,54,27,0,72,0,81,0,78,63,0,45,66,66,72,0,36,24,0,87,42
51,33,63,45,57,0,51,0,54,42,36,0,57,0,84,0,36,90,0,57,81,63,57,0,60,33,0,102,39
52,57,63,39,51,0,42,0,45,42,39,0,72,0,84,0,66,66,0,63,69,51,96,0,42,33,0,99,21
53,36,36,45,63,0,72,0,81,66,45,0,87,0,69,0,84,54,0,39,57,51,75,0,3,63,0,90,24
54,45,75,33,51,0,42,0,72,54,18,0,66,0,66,0,78,57,0,42,75,30,81,0,78,36,0,87,54
55,81,24,48,48,0,48,0,33,42,15,0,90,0,69,0,84,75,0,48,45,57,78,0,69,60,0,84,42
56,54,69,30,63,0,57,0,66,39,30,0,72,0,78,0,63,45,0,72,69,57,99,0,15,39,0,99,24
57,69,45,45,51,0,42,0,93,39,36,0,87,0,75,0,81,66,0,45,75,45,54,0,51,42,0,84,15
58,24,33,54,57,0,51,0,81,72,18,0,96,0,72,0,84,69,0,39,48,54,99,0,51,42,0,75,21
59,48,39,36,75,0,48,0,90,30,21,0,45,0,87,0,69,72,0,60,48,60,87,0,39,48,0,105,33
60,63,66,69,48,0,30,0,60,51,54,0,69,0,81,0,81,48,0,39,27,51,84,0,63,39,0,81,36
61,45,51,27,78,0,63,0,66,51,42,0,57,0,69,0,69,78,0,51,57,45,60,0,60,48,0,99,24
62,78,81,51,33,0,57,0,66,36,9,0,54,0,81,0,81,51,0,24,66,66,84,0,45,54,0,102,21
63,45,42,54,57,0,33,0,66,39,60,0,66,0,102,0,72,72,0,48,75,45,75,0,45,57,0,66,21
64,18,60,54,51,0,75,0,78,42,48,0,75,0,81,0,87,57,0,36,75,48,63,0,45,48,0,90,9
65,51,33,36,36,0,45,0,66,42,63,0,69,0,78,0,81,45,0,54,60,72,78,0,81,39,0,99,12
66,42,33,30,36,0,60,0,51,60,33,0,84,0,75,0,66,63,0,66,69,27,72,0,54,84,0,102,33
67,30,30,45,75,0,63,0,84,51,27,0,57,0,66,0,90,48,0,48,57,81,57,0,48,69,0,96,18
68,48,39,51,42,0,69,0,87,33,24,0,63,0,78,0,69,72,0,45,45,66,75,0,72,39,0,93,30
69,48,72,57,36,0,48,0,66,48,39,0,84,0,75,0,75,72,0,21,51,78,84,0,42,21,0,93,30
70,63,57,48,27,0,51,0,54,60,24,0,66,0,72,0,72,72,0,54,75,54,81,0,57,36,0,108,9
71,45,60,27,57,0,36,0,51,45,45,0,75,0,84,0,63,45,0,39,45,81,81,0,75,69,0,99,18
72,57,27,48,51,0,45,0,57,36,30,0,84,0,96,0,96,57,0,18,84,57,81,0,60,63,0,87,6
73,63,54,21,18,0,84,0,51,33,42,0,78,0,57,0,75,69,0,63,51,78,78,0,36,45,0,90,54
74,45,63,27,12,0,24,0,84,72,36,0,84,0,63,0,72,51,0,63,63,81,66,0,69,45,0,108,12
75,54,48,36,33,0,81,0,63,45,27,0,69,0,51,0,78,63,0,45,66,75,66,0,60,63,0,93,24
76,72,54,27,78,0,45,0,60,51,24,0,63,0,72,0,54,66,0,57,87,48,72,0,69,27,0,93,21
77,57,69,42,30,0,45,0,48,21,24,0,69,0,81,0,84,45,0,45,57,72,78,0,72,69,0,99,33
78,33,33,27,39,0,33,0,60,24,81,0,81,0,96,0,78,81,0,75,42,51,108,0,39,39,0,81,39
79,42,57,57,36,0,42,0,42,45,18,0,90,0,87,0,75,69,0,45,66,60,90,0,45,63,0,93,18
80,63,51,45,72,0,42,0,72,36,12,0,81,0,69,0,105,63,0,60,36,33,78,0,54,54,0,93,21
81,60,45,30,24,0,60,0,39,63,48,0,66,0,75,0,75,51,0,45,84,24,72,0,81,87,0,90,21
82,21,33,69,42,0,69,0,60,51,30,0,78,0,84,0,90,54,0,33,51,81,72,0,60,42,0,93,27
83,57,60,33,30,0,60,0,78,60,36,0,63,0,69,0,108,72,0,39,39,33,81,0,69,39,0,99,15
84,60,54,57,42,0,33,0,81,63,42,0,69,0,84,0,42,39,0,72,75,63,72,0,39,45,0,99,9
85,57,54,27,36,0,66,0,66,39,33,0,78,0,90,0,81,60,0,27,42,60,96,0,30,54,0,99,45
86,57,24,48,39,0,51,0,48,45,42,0,87,0,54,0,78,75,0,45,66,69,84,0,45,66,0,102,15
87,30,66,54,33,0,42,0,75,57,30,0,66,0,66,0,72,75,0,45,48,48,99,0,72,60,0,78,24
88,42,30,42,51,0,45,0,90,51,39,0,66,0,51,0,81,75,0,45,75,66,84,0,66,42,0,69,30
89,45,54,39,39,0,60,0,72,27,42,0,75,0,75,0,93,78,0,54,42,81,69,0,39,48,0,78,30
90,63,39,45,42,0,84,0,36,27,39,0,72,0,96,0,87,63,0,27,81,51,60,0,54,63,0,78,33
91,51,57,24,21,0,45,0,48,42,33,0,66,0,69,0,78,51,0,78,75,93,75,0,45,51,0,90,48
92,69,69,15,54,0,63,0,42,57,30,0,33,0,69,0,93,60,0,57,72,36,87,0,66,48,0,105,15
93,45,72,51,51,0,54,0,57,54,33,0,57,0,93,0,75,66,0,48,75,48,75,0,51,30,0,84,21
94,63,48,18,36,0,42,0,63,51,54,0,78,0,72,0,99,48,0,39,45,72,72,0,66,60,0,105,9
95,42,51,45,54,0,48,0,78,54,21,0,69,0,102,0,57,60,0,48,60,81,69,0,39,54,0,90,18
96,63,57,45,39,0,42,0,87,51,24,0,45,0,72,0,66,69,0,36,63,45,99,0,63,69,0,90,15
97,48,51,21,60,0,45,0,78,57,39,0,75,0,96,0,75,36,0,51,30,75,93,0,33,45,0,105,27
98,33,18,24,30,0,57,0,63,42,45,0,90,0,69,0,87,51,0,63,63,69,72,0,75,72,0,84,33
99,57,48,24,81,0,30,0,81,27,21,0,57,0,75,0,75,66,0,54,66,78,87,0,60,39,0,87,27
100,42,78,69,48,0,30,0,78,30,42,0,87,0,69,0,66,54,0,51,57,39,84,0,51,57,0,102,6
101,75,48,36,36,0,57,0,36,57,33,0,63,0,84,0,96,78,0,48,93,63,42,0,48,45,0,84,18
102,27,63,42,54,0,60,0,54,69,24,0,84,0,51,0,51,42,0,36,75,54,93,0,84,57,0,96,24
103,66,36,36,63,0,45,0,78,36,42,0,84,0,69,0,69,48,0,66,66,84,84,0,36,30,0,75,27
104,57,21,39,36,0,48,0,72,30,60,0,90,0,78,0,81,45,0,60,42,42,87,0,60,45,0,96,51
105,72,51,42,33,0,45,0,54,57,51,0,96,0,54,0,60,51,0,39,75,51,111,0,48,30,0,90,30
106,75,18,39,45,0,57,0,45,30,15,0,42,0,93,0,99,96,0,39,81,57,90,0,48,42,0,93,36
107,45,24,33,81,0,30,0,78,48,30,0,57,0,90,0,87,42,0,81,60,51,69,0,51,57,0,78,48
108,51,45,39,36,0,75,0,75,36,18,0,48,0,102,0,90,69,0,54,54,75,90,0,54,51,0,60,18
109,42,45,27,57,0,33,0,84,45,15,0,69,0,57,0,87,69,0,75,75,54,84,0,57,60,0,93,12
110,27,36,24,39,0,57,0,60,36,45,0,81,0,84,0,84,75,0,48,57,75,96,0,51,57,0,81,27
111,18,57,66,36,0,54,0,45,42,27,0,72,0,75,0,96,63,0,60,96,51,54,0,69,42,0,84,33
112,39,54,57,39,0,36,0,48,36,45,0,66,0,90,0,51,75,0,54,69,60,84,0,51,45,0,87,54
113,69,48,39,72,0,33,0,60,66,45,0,69,0,81,0,96,69,0,36,36,60,57,0,63,33,0,81,27
114,42,54,42,51,0,33,0,66,42,24,0,87,0,93,0,78,39,0,36,48,45,90,0,84,54,0,99,33
115,33,33,51,54,0,54,0,78,42,12,0,72,0,51,0,75,93,0,51,69,75,93,0,48,66,0,78,12
116,69,57,66,57,0,57,0,75,33,36,0,69,0,57,0,78,63,0,15,57,66,57,0,57,75,0,87,9
117,69,33,45,48,0,66,0,24,39,27,0,66,0,72,0,84,66,0,42,78,87,87,0,63,36,0,90,18
118,60,48,27,30,0,66,0,72,51,48,0,69,0,75,0,81,57,0,36,57,60,81,0,36,75,0,90,21
119,75,21,33,24,0,45,0,99,75,33,0,66,0,69,0,81,60,0,51,63,45,66,0,39,66,0,96,33
120,57,54,39,33,0,51,0,69,51,36,0,90,0,60,0,75,84,0,45,36,72,78,0,42,54,0,96,18
121,60,84,45,39,0,69,0,63,33,39,0,75,0,72,0,78,60,0,45,63,75,90,0,30,27,0,81,12
122,21,69,45,42,0,45,0,57,33,63,0,84,0,60,0,87,78,0,63,69,72,51,0,30,42,0,111,18
123,45,51,51,60,0,45,0,57,45,42,0,84,0,54,0,57,72,0,39,72,72,72,0,57,60,0,93,12
124,33,57,42,24,0,33,0,81,39,42,0,81,0,75,0,72,63,0,57,81,75,69,0,45,48,0,96,27
125,51,33,51,27,0,57,0,84,54,18,0,72,0,81,0,87,75,0,54,54,75,96,0,21,48,0,72,30
126,48,51,21,69,0,51,0,78,63,27,0,66,0,78,0,72,72,0,63,42,39,84,0,57,63,0,84,12
127,33,81,66,27,0,57,0,45,78,36,0,102,0,75,0,81,48,0,36,45,57,81,0,39,42,0,81,30
128,72,54,69,15,0,57,0,54,60,24,0,87,0,54,0,51,75,0,27,48,69,93,0,48,57,0,93,33
129,51,48,48,21,0,63,0,60,60,45,0,72,0,66,0,81,60,0,39,81,33,75,0,36,66,0,102,33
130,39,69,57,42,0,60,0,78,24,21,0,42,0,69,0,75,75,0,60,60,66,93,0,69,42,0,90,9
131,45,51,42,39,0,69,0,42,45,63,0,78,0,66,0,60,90,0,45,90,57,63,0,51,36,0,96,12
132,36,42,72,39,0,57,0,45,24,36,0,87,0,84,0,75,51,0,66,57,54,81,0,81,54,0,78,21
133,63,42,69,57,0,48,0,72,21,39,0,45,0,90,0,72,54,0,45,69,54,78,0,60,45,0,96,21
134,39,24,30,66,0,39,0,69,51,30,0,90,0,69,0,96,99,0,30,72,63,54,0,51,60,0,78,30
135,12,66,33,51,0,66,0,72,21,69,0,96,0,66,0,60,36,0,66,57,45,78,0,69,63,0,90,24
136,42,42,48,54,0,60,0,63,51,12,0,51,0,75,0,81,54,0,81,45,72,90,0,72,42,0,87,18
137,42,42,57,60,0,48,0,69,63,33,0,72,0,78,0,84,48,0,45,63,57,78,0,30,63,0,96,12
138,54,42,36,54,0,45,0,69,21,24,0,78,0,63,0,90,63,0,51,51,75,96,0,39,63,0,102,24
139,27,87,24,45,0,48,0,48,66,27,0,93,0,45,0,90,78,0,72,24,72,75,0,39,48,0,93,39
140,24,33,45,63,0,66,0,66,42,30,0,75,0,87,0,54,36,0,51,72,69,81,0,75,60,0,90,21
141,48,45,39,54,0,54,0,42,66,30,0,45,0,60,0,90,78,0,42,81,54,72,0,45,72,0,102,21
142,72,36,21,48,0,66,0,75,39,27,0,63,0,90,0,78,69,0,24,51,42,90,0,72,69,0,93,15
143,81,42,48,39,0,60,0,78,39,30,0,78,0,84,0,57,57,0,57,63,78,39,0,54,36,0,99,21
144,42,69,27,60,0,39,0,72,39,30,0,78,0,66,0,93,69,0,27,69,39,72,0,69,75,0,84,21
145,30,51,48,42,0,93,0,69,42,36,0,72,0,54,0,102,84,0,30,24,36,90,0,87,45,0,78,27
146,33,42,60,51,0,72,0,39,66,21,0,63,0,60,0,99,75,0,36,39,99,78,0,39,69,0,57,42
147,30,63,42,36,0,54,0,66,33,39,0,51,0,66,0,78,90,0,48,66,66,84,0,60,63,0,84,21
148,39,54,18,21,0,60,0,78,69,30,0,69,0,75,0,51,69,0,36,81,57,90,0,57,33,0,105,48
149,45,66,57,39,0,33,0,87,63,48,0,69,0,54,0,51,60,0,39,54,60,93,0,60,51,0,93,18
150,66,66,42,39,0,57,0,81,33,27,0,51,0,81,0,102,51,0,27,51,69,90,0,60,42,0,81,24
151,57,30,42,51,0,45,0,72,63,33,0,90,0,69,0,81,48,0,66,57,69,87,0,57,30,0,54,39
152,45,48,27,36,0,39,0,60,33,33,0,87,0,57,0,81,42,0,45,75,75,90,0,66,78,0,96,27
153,66,27,60,33,0,57,0,39,30,18,0,87,0,72,0,63,87,0,54,60,66,81,0,57,45,0,108,30
154,30,60,27,45,0,33,0,63,30,36,0,81,0,75,0,48,81,0,51,63,87,81,0,66,63,0,93,27
155,39,63,30,27,0,78,0,78,69,45,0,60,0,81,0,81,42,0,60,57,69,48,0,63,33,0,87,30
156,63,72,24,57,0,39,0,48,45,39,0,72,0,72,0,93,39,0,84,39,69,78,0,51,54,0,96,6
157,48,27,57,51,0,42,0,66,42,54,0,84,0,75,0,69,45,0,63,84,78,75,0,45,36,0,72,27
158,45,36,48,48,0,45,0,57,36,30,0,75,0,90,0,99,69,0,48,60,84,69,0,51,54,0,75,21
159,39,36,30,15,0,51,0,84,39,54,0,69,0,96,0,69,78,0,36,78,69,54,0,39,51,0,105,48
160,42,24,54,66,0,51,0,69,33,18,0,81,0,51,0,102,72,0,45,57,48,66,0,69,63,0,105,24
161,51,39,27,60,0,48,0,51,36,30,0,75,0,81,0,105,54,0,54,69,57,90,0,54,48,0,87,24
162,27,36,39,69,0,48,0,78,48,12,0,66,0,66,0,87,63,0,36,63,69,84,0,66,84,0,78,21
163,45,69,66,66,0,21,0,72,48,24,0,69,0,51,0,90,51,0,63,27,60,72,0,81,57,0,84,24
164,57,39,48,51,0,72,0,75,48,15,0,78,0,87,0,69,54,0,66,39,24,69,0,63,60,0,96,30
165,30,42,48,75,0,63,0,63,66,9,0,75,0,69,0,90,63,0,33,48,87,72,0,36,60,0,87,24
166,57,60,27,39,0,45,0,36,36,18,0,81,0,90,0,78,84,0,42,72,90,75,0,42,72,0,81,15
167,36,66,36,57,0,33,0,81,36,36,0,78,0,42,0,78,63,0,42,72,75,96,0,54,60,0,84,15
168,75,39,51,42,0,63,0,81,27,51,0,72,0,78,0,51,45,0,51,81,54,87,0,33,36,0,105,18
169,48,69,15,36,0,42,0,87,60,21,0,75,0,48,0,108,69,0,54,33,72,96,0,48,39,0,87,33
170,45,30,48,57,0,48,0,81,48,30,0,78,0,93,0,72,63,0,45,54,60,66,0,30,72,0,90,30
171,60,63,48,42,0,69,0,90,51,36,0,57,0,75,0,57,63,0,69,39,51,87,0,36,39,0,93,15
172,48,72,39,54,0,21,0,78,54,39,0,75,0,81,0,96,51,0,57,45,90,81,0,15,63,0,60,21
173,48,36,27,24,0,54,0,54,42,36,0,96,0,75,0,75,66,0,57,72,57,99,0,66,42,0,93,21
174,30,48,30,66,0,45,0,66,30,63,0,102,0,57,0,72,33,0,54,69,72,75,0,66,39,0,96,27
175,48,18,33,51,0,51,0,69,54,27,0,81,0,63,0,84,90,0,39,51,87,90,0,36,51,0,87,30
176,54,39,54,60,0,9,0,90,24,33,0,87,0,69,0,63,66,0,33,48,69,93,0,69,75,0,87,18
177,63,39,45,69,0,48,0,66,45,39,0,78,0,78,0,63,66,0,39,66,39,99,0,33,36,0,108,21
178,33,36,48,63,0,45,0,69,33,42,0,72,0,81,0,69,72,0,69,63,51,78,0,54,51,0,90,21
179,51,63,24,57,0,63,0,60,42,30,0,87,0,54,0,87,75,0,36,63,51,72,0,57,69,0,87,12
180,42,75,51,36,0,39,0,93,36,48,0,60,0,48,0,90,75,0,54,63,51,99,0,30,57,0,90,3
181,75,45,45,84,0,69,0,45,33,36,0,75,0,69,0,69,54,0,63,63,60,84,0,30,30,0,93,18
182,63,24,39,36,0,48,0,60,33,30,0,84,0,75,0,60,81,0,45,60,69,99,0,63,51,0,90,30
183,69,33,36,63,0,36,0,57,51,48,0,78,0,63,0,63,66,0,60,63,75,87,0,42,45,0,96,9
184,66,42,42,30,0,42,0,75,60,30,0,99,0,63,0,81,78,0,48,75,48,63,0,48,69,0,63,18
185,63,66,27,42,0,75,0,36,39,39,0,81,0,30,0,66,87,0,57,87,51,75,0,60,51,0,96,12
186,36,84,33,36,0,36,0,102,60,36,0,66,0,78,0,60,39,0,33,69,57,93,0,54,57,0,87,24
187,54,45,48,30,0,66,0,90,36,18,0,69,0,66,0,84,84,0,24,57,81,99,0,36,36,0,84,33
188,33,54,18,30,0,33,0,57,42,57,0,81,0,78,0,66,72,0,54,66,57,99,0,48,66,0,102,27
189,36,51,66,27,0,42,0,99,42,27,0,72,0,36,0,84,69,0,81,60,66,63,0,60,45,0,84,30
190,42,42,33,48,0,90,0,60,33,30,0,87,0,99,0,51,63,0,48,69,81,69,0,57,36,0,93,9
191,36,18,27,78,0,48,0,45,48,51,0,66,0,60,0,93,60,0,48,84,75,84,0,30,78,0,102,9
192,45,33,51,54,0,30,0,81,39,30,0,96,0,66,0,84,54,0,42,69,60,90,0,51,69,0,84,12
193,48,42,36,66,0,48,0,78,45,33,0,78,0,81,0,81,33,0,51,60,54,99,0,48,45,0,87,27
194,75,63,48,54,0,45,0,66,27,66,0,63,0,90,0,72,30,0,36,57,69,75,0,30,63,0,99,12
195,51,69,30,30,0,93,0,54,54,57,0,78,0,69,0,63,60,0,45,87,39,93,0,21,39,0,99,9
196,48,51,48,36,0,51,0,66,36,30,0,81,0,66,0,75,72,0,51,42,72,63,0,48,78,0,87,39
197,72,60,12,45,0,54,0,39,12,39,0,81,0,90,0,48,81,0,60,63,54,81,0,66,69,0,90,24
198,60,45,51,60,0,51,0,87,48,30,0,69,0,57,0,87,51,0,42,84,42,93,0,54,27,0,90,12
199,63,66,54,36,0,66,0,60,33,42,0,57,0,90,0,69,45,0,36,48,63,102,0,51,42,0,96,21
200,51,30,69,30,0,45,0,75,39,63,0,84,0,51,0,66,42,0,42,54,69,75,0,81,45,0,105,24
201,27,60,30,45,0,51,0,60,33,48,0,75,0,60,0,66,87,0,36,72,45,90,0,60,72,0,99,24
202,30,33,57,42,0,66,0,99,51,27,0,96,0,69,0,63,54,0,45,39,42,87,0,54,51,0,105,30
203,42,42,60,51,0,60,0,66,54,33,0,99,0,48,0,75,90,0,75,66,51,60,0,21,48,0,78,21
204,33,42,42,36,0,30,0,57,24,24,0,84,0,78,0,63,78,0,84,81,66,99,0,54,48,0,90,27
205,54,21,57,66,0,39,0,75,30,24,0,57,0,93,0,81,66,0,48,69,63,75,0,66,51,0,93,12
206,36,39,33,57,0,72,0,60,57,39,0,72,0,69,0,81,57,0,36,72,54,72,0,57,69,0,75,33
207,45,42,30,30,0,51,0,66,39,42,0,54,0,66,0,81,69,0,45,75,63,81,0,66,66,0,96,33
208,72,69,48,57,0,48,0,24,45,51,0,93,0,54,0,78,39,0,27,60,90,81,0,48,57,0,84,15
209,18,39,42,45,0,42,0,60,69,33,0,75,0,48,0,84,69,0,42,63,87,96,0,51,51,0,90,36
210,60,60,45,33,0,51,0,48,51,42,0,63,0,84,0,78,69,0,63,60,72,93,0,12,63,0,90,3
211,48,72,30,54,0,72,0,57,60,21,0,81,0,78,0,81,48,0,63,90,51,66,0,30,45,0,90,3
212,63,30,54,36,0,48,0,69,15,33,0,69,0,81,0,78,69,0,42,78,75,96,0,51,45,0,93,15
213,51,36,60,42,0,57,0,84,39,27,0,66,0,54,0,99,66,0,30,69,75,81,0,45,54,0,93,12
214,48,51,72,42,0,48,0,45,66,51,0,96,0,51,0,72,48,0,57,42,57,87,0,66,33,0,81,27
215,63,48,27,27,0,60,0,69,36,45,0,75,0,90,0,66,57,0,39,102,57,78,0,54,39,0,93,15
216,51,51,39,42,0,75,0,33,63,21,0,36,0,57,0,93,75,0,42,84,63,72,0,63,75,0,84,21
217,42,36,15,45,0,66,0,45,39,51,0,69,0,66,0,81,96,0,54,75,69,42,0,60,78,0,96,15
218,63,36,33,39,0,54,0,48,48,42,0,75,0,69,0,48,63,0,48,90,93,75,0,33,36,0,102,45
219,42,42,54,24,0,54,0,69,42,36,0,72,0,78,0,84,63,0,48,30,81,93,0,63,36,0,87,42
220,54,24,33,39,0,30,0,69,42,33,0,81,0,87,0,60,60,0,36,81,81,66,0,42,81,0,87,54
221,36,42,33,51,0,48,0,51,48,27,0,105,0,54,0,84,87,0,42,45,57,78,0,78,60,0,96,18
222,57,63,18,48,0,54,0,45,27,45,0,75,0,96,0,60,75,0,63,54,54,87,0,66,39,0,96,18
223,57,45,33,54,0,33,0,57,42,30,0,93,0,69,0,105,54,0,36,54,78,78,0,54,45,0,102,21
224,48,21,36,42,0,48,0,69,48,42,0,42,0,96,0,81,90,0,60,63,48,87,0,42,51,0,93,33
225,51,69,54,30,0,30,0,63,36,12,0,51,0,72,0,87,69,0,60,69,63,90,0,60,66,0,90,18
226,42,27,15,57,0,60,0,78,39,54,0,99,0,54,0,87,93,0,60,45,51,81,0,33,39,0,81,45
227,51,63,33,48,0,33,0,66,21,21,0,75,0,60,0,78,63,0,42,93,72,57,0,63,63,0,96,42
228,66,36,54,51,0,51,0,69,21,27,0,81,0,36,0,69,75,0,51,78,60,78,0,57,63,0,102,15
229,45,57,42,30,0,51,0,87,21,33,0,87,0,69,0,81,57,0,48,48,54,72,0,69,75,0,102,12
230,51,30,45,54,0,78,0,48,72,24,0,81,0,78,0,78,57,0,24,69,57,69,0,51,69,0,99,6
231,51,36,45,42,0,36,0,78,27,21,0,78,0,87,0,84,72,0,66,63,63,84,0,48,33,0,84,42
232,30,33,54,18,0,63,0,69,54,33,0,63,0,42,0,108,87,0,39,75,69,72,0,63,63,0,84,21
233,36,9,48,60,0,39,0,72,45,33,0,81,0,66,0,78,75,0,39,81,66,78,0,39,75,0,102,18
234,69,39,48,60,0,54,0,87,12,24,0,66,0,75,0,60,63,0,78,51,51,63,0,42,78,0,96,24
235,33,51,33,48,0,57,0,57,30,27,0,84,0,63,0,84,75,0,42,69,78,87,0,45,69,0,84,24
236,54,72,48,15,0,57,0,45,45,24,0,84,0,63,0,90,81,0,45,51,63,81,0,48,66,0,90,18
237,42,57,39,42,0,54,0,63,36,30,0,69,0,48,0,81,84,0,48,87,75,90,0,54,27,0,102,12
